geneID	start	end	strand	island start	island end
ENSG00000228522	63330326	63330326	63343660	63334000	63335000
ENSG00000237238	63299453	63299453	63385117	63385000	63386000
ENSG00000237238	63299453	63299453	63385117	63385000	63386000
ENSG00000234042	63703065	63703065	63703755	63703000	63704000
ENSG00000234042	63703065	63703065	63703755	63703000	63704000
ENSG00000224267	63728877	63728877	63744910	63728000	63729000
ENSG00000224267	63728877	63728877	63744910	63728000	63729000
ENSG00000224267	63728877	63728877	63744910	63729000	63730000
ENSG00000225360	63729702	63729702	63730173	63729000	63730000
ENSG00000224267	63728877	63728877	63744910	63729000	63730000
ENSG00000225360	63729702	63729702	63730173	63729000	63730000
ENSG00000225411	63802144	63802144	63814159	63813000	63814000
ENSG00000207277	63813190	63813190	63813307	63813000	63814000
ENSG00000225411	63802144	63802144	63814159	63813000	63814000
ENSG00000207277	63813190	63813190	63813307	63813000	63814000
ENSG00000232815	63817748	63817748	63818462	63817000	63818000
ENSG00000232815	63817748	63817748	63818462	63817000	63818000
ENSG00000215548	63832127	63832127	63859641	63859000	63860000
ENSG00000215548	63832127	63832127	63859641	63859000	63860000
ENSG00000288690	64016950	64016950	64061612	64016000	64017000
ENSG00000288690	64016950	64016950	64061612	64016000	64017000
ENSG00000288694	64071909	64071909	64118145	64071000	64072000
ENSG00000288694	64071909	64071909	64118145	64071000	64072000
ENSG00000288694	64071909	64071909	64118145	64100000	64101000
ENSG00000288694	64071909	64071909	64118145	64100000	64101000
ENSG00000288694	64071909	64071909	64118145	64101000	64102000
ENSG00000288694	64071909	64071909	64118145	64101000	64102000
ENSG00000224185	64439346	64439346	64440180	64439000	64440000
ENSG00000224185	64439346	64439346	64440180	64439000	64440000
ENSG00000229156	64462819	64462819	64463196	64462000	64463000
ENSG00000229156	64462819	64462819	64463196	64462000	64463000
ENSG00000229156	64462819	64462819	64463196	64463000	64464000
ENSG00000229156	64462819	64462819	64463196	64463000	64464000
ENSG00000235832	64486164	64486164	64487069	64486000	64487000
ENSG00000235832	64486164	64486164	64487069	64486000	64487000
ENSG00000181997	64621560	64621560	64637586	64622000	64623000
ENSG00000181997	64621560	64621560	64637586	64622000	64623000
ENSG00000181997	64621560	64621560	64637586	64623000	64624000
ENSG00000181997	64621560	64621560	64637586	64623000	64624000
ENSG00000181997	64621560	64621560	64637586	64634000	64635000
ENSG00000181997	64621560	64621560	64637586	64634000	64635000
ENSG00000181997	64621560	64621560	64637586	64637000	64638000
ENSG00000176134	64637845	64637845	64652556	64637000	64638000
ENSG00000181997	64621560	64621560	64637586	64637000	64638000
ENSG00000176134	64637845	64637845	64652556	64637000	64638000
ENSG00000176134	64637845	64637845	64652556	64638000	64639000
ENSG00000176134	64637845	64637845	64652556	64638000	64639000
ENSG00000176134	64637845	64637845	64652556	64639000	64640000
ENSG00000176134	64637845	64637845	64652556	64639000	64640000
ENSG00000223602	64878790	64878790	64889063	64889000	64890000
ENSG00000223602	64878790	64878790	64889063	64889000	64890000
ENSG00000287988	65143058	65143058	65153359	65143000	65144000
ENSG00000287988	65143058	65143058	65153359	65143000	65144000
ENSG00000287988	65143058	65143058	65153359	65144000	65145000
ENSG00000287988	65143058	65143058	65153359	65144000	65145000
ENSG00000204779	65284378	65284378	65285209	65284000	65285000
ENSG00000204779	65284378	65284378	65285209	65284000	65285000
ENSG00000204778	65287914	65287914	65323015	65306000	65307000
ENSG00000204778	65287914	65287914	65323015	65306000	65307000
ENSG00000287329	65385649	65385649	65396372	65385000	65386000
ENSG00000287329	65385649	65385649	65396372	65385000	65386000
ENSG00000287329	65385649	65385649	65396372	65386000	65387000
ENSG00000287329	65385649	65385649	65396372	65386000	65387000
ENSG00000287329	65385649	65385649	65396372	65387000	65388000
ENSG00000287329	65385649	65385649	65396372	65387000	65388000
ENSG00000287329	65385649	65385649	65396372	65388000	65389000
ENSG00000287329	65385649	65385649	65396372	65388000	65389000
ENSG00000287329	65385649	65385649	65396372	65389000	65390000
ENSG00000287329	65385649	65385649	65396372	65389000	65390000
ENSG00000287329	65385649	65385649	65396372	65390000	65391000
ENSG00000287329	65385649	65385649	65396372	65390000	65391000
ENSG00000287329	65385649	65385649	65396372	65391000	65392000
ENSG00000287329	65385649	65385649	65396372	65391000	65392000
ENSG00000184659	65738397	65738397	65738784	65738000	65739000
ENSG00000184659	65738397	65738397	65738784	65738000	65739000
ENSG00000235893	65816932	65816932	65817472	65816000	65817000
ENSG00000235893	65816932	65816932	65817472	65816000	65817000
ENSG00000235893	65816932	65816932	65817472	65817000	65818000
ENSG00000235893	65816932	65816932	65817472	65817000	65818000
ENSG00000279955	65865190	65865190	65877274	65876000	65877000
ENSG00000279955	65865190	65865190	65877274	65876000	65877000
ENSG00000279955	65865190	65865190	65877274	65877000	65878000
ENSG00000279955	65865190	65865190	65877274	65877000	65878000
ENSG00000279688	65878766	65878766	65894790	65878000	65879000
ENSG00000279688	65878766	65878766	65894790	65878000	65879000
ENSG00000279688	65878766	65878766	65894790	65892000	65893000
ENSG00000279688	65878766	65878766	65894790	65892000	65893000
ENSG00000279688	65878766	65878766	65894790	65893000	65894000
ENSG00000279688	65878766	65878766	65894790	65893000	65894000
ENSG00000279688	65878766	65878766	65894790	65894000	65895000
ENSG00000279688	65878766	65878766	65894790	65894000	65895000
ENSG00000278068	66029264	66029264	66030169	66030000	66031000
ENSG00000278068	66029264	66029264	66030169	66030000	66031000
ENSG00000274628	66047084	66047084	66055006	66051000	66052000
ENSG00000286945	66047107	66047107	66113085	66051000	66052000
ENSG00000274628	66047084	66047084	66055006	66051000	66052000
ENSG00000286945	66047107	66047107	66113085	66051000	66052000
ENSG00000274628	66047084	66047084	66055006	66052000	66053000
ENSG00000286945	66047107	66047107	66113085	66052000	66053000
ENSG00000274628	66047084	66047084	66055006	66052000	66053000
ENSG00000286945	66047107	66047107	66113085	66052000	66053000
ENSG00000274628	66047084	66047084	66055006	66053000	66054000
ENSG00000286945	66047107	66047107	66113085	66053000	66054000
ENSG00000274628	66047084	66047084	66055006	66053000	66054000
ENSG00000286945	66047107	66047107	66113085	66053000	66054000
ENSG00000274628	66047084	66047084	66055006	66054000	66055000
ENSG00000286945	66047107	66047107	66113085	66054000	66055000
ENSG00000274628	66047084	66047084	66055006	66054000	66055000
ENSG00000286945	66047107	66047107	66113085	66054000	66055000
ENSG00000286945	66047107	66047107	66113085	66083000	66084000
ENSG00000229146	66082350	66082350	66083187	66083000	66084000
ENSG00000286945	66047107	66047107	66113085	66083000	66084000
ENSG00000229146	66082350	66082350	66083187	66083000	66084000
ENSG00000286945	66047107	66047107	66113085	66084000	66085000
ENSG00000276257	66084804	66084804	66085031	66084000	66085000
ENSG00000286945	66047107	66047107	66113085	66084000	66085000
ENSG00000276257	66084804	66084804	66085031	66084000	66085000
ENSG00000286945	66047107	66047107	66113085	66085000	66086000
ENSG00000276257	66084804	66084804	66085031	66085000	66086000
ENSG00000286945	66047107	66047107	66113085	66085000	66086000
ENSG00000276257	66084804	66084804	66085031	66085000	66086000
ENSG00000276203	66152855	66152855	66153118	66153000	66154000
ENSG00000276203	66152855	66152855	66153118	66153000	66154000
ENSG00000276348	66979132	66979132	66988373	66983000	66984000
ENSG00000276348	66979132	66979132	66988373	66983000	66984000
ENSG00000276348	66979132	66979132	66988373	66984000	66985000
ENSG00000276348	66979132	66979132	66988373	66984000	66985000
ENSG00000276386	67059560	67059560	67293468	67059000	67060000
ENSG00000276386	67059560	67059560	67293468	67059000	67060000
ENSG00000274026	67717411	67717411	67719178	67718000	67719000
ENSG00000274026	67717411	67717411	67719178	67718000	67719000
ENSG00000274026	67717411	67717411	67719178	67719000	67720000
ENSG00000274026	67717411	67717411	67719178	67719000	67720000
ENSG00000278763	67725690	67725690	67725902	67725000	67726000
ENSG00000275493	67725914	67725914	67726255	67725000	67726000
ENSG00000278763	67725690	67725690	67725902	67725000	67726000
ENSG00000275493	67725914	67725914	67726255	67725000	67726000
ENSG00000275493	67725914	67725914	67726255	67726000	67727000
ENSG00000275493	67725914	67725914	67726255	67726000	67727000
ENSG00000260691	67859398	67859398	67859426	67859000	67860000
ENSG00000260691	67859398	67859398	67859426	67859000	67860000
ENSG00000234394	68306528	68306528	68330626	68306000	68307000
ENSG00000234394	68306528	68306528	68330626	68306000	68307000
ENSG00000234394	68306528	68306528	68330626	68307000	68308000
ENSG00000225337	68307393	68307393	68308445	68307000	68308000
ENSG00000234394	68306528	68306528	68330626	68307000	68308000
ENSG00000225337	68307393	68307393	68308445	68307000	68308000
ENSG00000234394	68306528	68306528	68330626	68322000	68323000
ENSG00000234394	68306528	68306528	68330626	68322000	68323000
ENSG00000234394	68306528	68306528	68330626	68323000	68324000
ENSG00000234394	68306528	68306528	68330626	68323000	68324000
ENSG00000234394	68306528	68306528	68330626	68324000	68325000
ENSG00000234394	68306528	68306528	68330626	68324000	68325000
ENSG00000224958	68353614	68353614	68357893	68356000	68357000
ENSG00000224958	68353614	68353614	68357893	68356000	68357000
ENSG00000224958	68353614	68353614	68357893	68357000	68358000
ENSG00000224958	68353614	68353614	68357893	68357000	68358000
ENSG00000226337	68541036	68541036	68644442	68617000	68618000
ENSG00000226337	68541036	68541036	68644442	68617000	68618000
ENSG00000229312	69472466	69472466	69494513	69477000	69478000
ENSG00000229312	69472466	69472466	69494513	69477000	69478000
ENSG00000107282	69672153	69672153	69672371	69672000	69673000
ENSG00000261447	69672749	69672749	69673713	69672000	69673000
ENSG00000107282	69672153	69672153	69672371	69672000	69673000
ENSG00000261447	69672749	69672749	69673713	69672000	69673000
ENSG00000204706	70033921	70033921	70175888	70043000	70044000
ENSG00000204706	70033921	70033921	70175888	70043000	70044000
ENSG00000204706	70033921	70033921	70175888	70044000	70045000
ENSG00000204706	70033921	70033921	70175888	70044000	70045000
ENSG00000119138	70413364	70413364	70414657	70413000	70414000
ENSG00000119138	70413364	70413364	70414657	70413000	70414000
ENSG00000107362	71910634	71910634	71911193	71910000	71911000
ENSG00000107362	71910634	71910634	71911193	71910000	71911000
ENSG00000107362	71910634	71910634	71911193	71911000	71912000
ENSG00000107362	71910634	71910634	71911193	71911000	71912000
ENSG00000107372	72364609	72364609	72364664	72364000	72365000
ENSG00000107372	72364609	72364609	72364664	72364000	72365000
ENSG00000221844	73474378	73474378	73476073	73474000	73475000
ENSG00000221844	73474378	73474378	73476073	73474000	73475000
ENSG00000221844	73474378	73474378	73476073	73475000	73476000
ENSG00000221844	73474378	73474378	73476073	73475000	73476000
ENSG00000224825	74485551	74485551	74499127	74497000	74498000
ENSG00000224825	74485551	74485551	74499127	74497000	74498000
ENSG00000224825	74485551	74485551	74499127	74498000	74499000
ENSG00000224825	74485551	74485551	74499127	74498000	74499000
ENSG00000224825	74485551	74485551	74499127	74499000	74500000
ENSG00000224825	74485551	74485551	74499127	74499000	74500000
ENSG00000119121	74887857	74887857	74888094	74887000	74888000
ENSG00000119121	74887857	74887857	74888094	74887000	74888000
ENSG00000135045	74952612	74952612	74952912	74952000	74953000
ENSG00000203321	74952968	74952968	74996293	74952000	74953000
ENSG00000135045	74952612	74952612	74952912	74952000	74953000
ENSG00000203321	74952968	74952968	74996293	74952000	74953000
ENSG00000156017	75028242	75028242	75028423	75028000	75029000
ENSG00000156017	75028242	75028242	75028423	75028000	75029000
ENSG00000106733	75088008	75088008	75088209	75088000	75089000
ENSG00000106733	75088008	75088008	75088209	75088000	75089000
ENSG00000106772	76905964	76905964	76906085	76906000	76907000
ENSG00000106772	76905964	76905964	76906085	76906000	76907000
ENSG00000204612	77019655	77019655	77020953	77019000	77020000
ENSG00000204612	77019655	77019655	77020953	77019000	77020000
ENSG00000204612	77019655	77019655	77020953	77020000	77021000
ENSG00000204612	77019655	77019655	77020953	77020000	77021000
ENSG00000232998	77176760	77176760	77178180	77177000	77178000
ENSG00000232998	77176760	77176760	77178180	77177000	77178000
ENSG00000231373	77456295	77456295	77526697	77490000	77491000
ENSG00000231373	77456295	77456295	77526697	77490000	77491000
ENSG00000156049	77647794	77647794	77648322	77647000	77648000
ENSG00000156049	77647794	77647794	77648322	77647000	77648000
ENSG00000156049	77647794	77647794	77648322	77648000	77649000
ENSG00000156049	77647794	77647794	77648322	77648000	77649000
ENSG00000156052	78030564	78030564	78030604	78030000	78031000
ENSG00000156052	78030564	78030564	78030604	78030000	78031000
ENSG00000233457	78150532	78150532	78151193	78150000	78151000
ENSG00000233457	78150532	78150532	78151193	78150000	78151000
ENSG00000106829	79573262	79573262	79573331	79573000	79574000
ENSG00000106829	79573262	79573262	79573331	79573000	79574000
ENSG00000238002	79863019	79863019	79866875	79863000	79864000
ENSG00000238002	79863019	79863019	79866875	79863000	79864000
ENSG00000236521	80357029	80357029	80360338	80359000	80360000
ENSG00000236521	80357029	80357029	80360338	80359000	80360000
ENSG00000236521	80357029	80357029	80360338	80360000	80361000
ENSG00000236521	80357029	80357029	80360338	80360000	80361000
ENSG00000233926	81689713	81689713	81776900	81689000	81690000
ENSG00000233926	81689713	81689713	81776900	81689000	81690000
ENSG00000233926	81689713	81689713	81776900	81709000	81710000
ENSG00000233926	81689713	81689713	81776900	81709000	81710000
ENSG00000233926	81689713	81689713	81776900	81710000	81711000
ENSG00000233926	81689713	81689713	81776900	81710000	81711000
ENSG00000233926	81689713	81689713	81776900	81711000	81712000
ENSG00000233926	81689713	81689713	81776900	81711000	81712000
ENSG00000228430	81977614	81977614	82780194	82054000	82055000
ENSG00000228430	81977614	81977614	82780194	82054000	82055000
ENSG00000228430	81977614	81977614	82780194	82055000	82056000
ENSG00000228430	81977614	81977614	82780194	82055000	82056000
ENSG00000228430	81977614	81977614	82780194	82056000	82057000
ENSG00000228430	81977614	81977614	82780194	82056000	82057000
ENSG00000228430	81977614	81977614	82780194	82061000	82062000
ENSG00000231649	82057647	82057647	82063682	82061000	82062000
ENSG00000228430	81977614	81977614	82780194	82061000	82062000
ENSG00000231649	82057647	82057647	82063682	82061000	82062000
ENSG00000228430	81977614	81977614	82780194	82063000	82064000
ENSG00000231649	82057647	82057647	82063682	82063000	82064000
ENSG00000228430	81977614	81977614	82780194	82063000	82064000
ENSG00000231649	82057647	82057647	82063682	82063000	82064000
ENSG00000228430	81977614	81977614	82780194	82102000	82103000
ENSG00000228430	81977614	81977614	82780194	82102000	82103000
ENSG00000228430	81977614	81977614	82780194	82431000	82432000
ENSG00000228123	82431889	82431889	82432905	82431000	82432000
ENSG00000228430	81977614	81977614	82780194	82431000	82432000
ENSG00000228123	82431889	82431889	82432905	82431000	82432000
ENSG00000228430	81977614	81977614	82780194	82432000	82433000
ENSG00000228123	82431889	82431889	82432905	82432000	82433000
ENSG00000228430	81977614	81977614	82780194	82432000	82433000
ENSG00000228123	82431889	82431889	82432905	82432000	82433000
ENSG00000228430	81977614	81977614	82780194	82433000	82434000
ENSG00000228430	81977614	81977614	82780194	82433000	82434000
ENSG00000228430	81977614	81977614	82780194	82637000	82638000
ENSG00000286612	82612552	82612552	82646584	82637000	82638000
ENSG00000228430	81977614	81977614	82780194	82637000	82638000
ENSG00000286612	82612552	82612552	82646584	82637000	82638000
ENSG00000165105	83062868	83062868	83063177	83062000	83063000
ENSG00000165105	83062868	83062868	83063177	83062000	83063000
ENSG00000229109	83219288	83219288	83238463	83228000	83229000
ENSG00000229109	83219288	83219288	83238463	83228000	83229000
ENSG00000237529	83272280	83272280	83279499	83272000	83273000
ENSG00000237529	83272280	83272280	83279499	83272000	83273000
ENSG00000135018	83707680	83707680	83707934	83707000	83708000
ENSG00000254473	83707594	83707594	83713378	83707000	83708000
ENSG00000135018	83707680	83707680	83707934	83707000	83708000
ENSG00000254473	83707594	83707594	83713378	83707000	83708000
ENSG00000165113	83817232	83817232	83817296	83817000	83818000
ENSG00000226877	83817643	83817643	83837861	83817000	83818000
ENSG00000165113	83817232	83817232	83817296	83817000	83818000
ENSG00000226877	83817643	83817643	83837861	83817000	83818000
ENSG00000165118	83956164	83956164	83956327	83956000	83957000
ENSG00000165118	83956164	83956164	83956327	83956000	83957000
ENSG00000165119	83980503	83980503	83980616	83980000	83981000
ENSG00000165119	83980503	83980503	83980616	83980000	83981000
ENSG00000285987	84316514	84316514	84657077	84393000	84394000
ENSG00000285987	84316514	84316514	84657077	84393000	84394000
ENSG00000285987	84316514	84316514	84657077	84408000	84409000
ENSG00000285987	84316514	84316514	84657077	84408000	84409000
ENSG00000285987	84316514	84316514	84657077	84526000	84527000
ENSG00000285987	84316514	84316514	84657077	84526000	84527000
ENSG00000285987	84316514	84316514	84657077	84527000	84528000
ENSG00000285987	84316514	84316514	84657077	84527000	84528000
ENSG00000135049	85741963	85741963	85742029	85741000	85742000
ENSG00000135049	85741963	85741963	85742029	85741000	85742000
ENSG00000230303	85783668	85783668	85805154	85805000	85806000
ENSG00000165121	85805359	85805359	85849542	85805000	85806000
ENSG00000230303	85783668	85783668	85805154	85805000	85806000
ENSG00000165121	85805359	85805359	85849542	85805000	85806000
ENSG00000213711	85898903	85898903	85899716	85899000	85900000
ENSG00000213711	85898903	85898903	85899716	85899000	85900000
ENSG00000135070	86282459	86282459	86282538	86282000	86283000
ENSG00000135070	86282459	86282459	86282538	86282000	86283000
ENSG00000180447	86946780	86946780	86947506	86946000	86947000
ENSG00000180447	86946780	86946780	86947506	86946000	86947000
ENSG00000180447	86946780	86946780	86947506	86947000	86948000
ENSG00000180447	86946780	86946780	86947506	86947000	86948000
ENSG00000224887	87084161	87084161	87085151	87084000	87085000
ENSG00000224887	87084161	87084161	87085151	87084000	87085000
ENSG00000204446	87148644	87148644	87159556	87148000	87149000
ENSG00000204446	87148644	87148644	87159556	87148000	87149000
ENSG00000196730	87706132	87706132	87707382	87706000	87707000
ENSG00000196730	87706132	87706132	87707382	87706000	87707000
ENSG00000276478	87799501	87799501	87821803	87802000	87803000
ENSG00000276478	87799501	87799501	87821803	87802000	87803000
ENSG00000237743	87810642	87810642	87837225	87824000	87825000
ENSG00000237743	87810642	87810642	87837225	87824000	87825000
ENSG00000237743	87810642	87810642	87837225	87825000	87826000
ENSG00000277357	87825146	87825146	87825968	87825000	87826000
ENSG00000237743	87810642	87810642	87837225	87825000	87826000
ENSG00000277357	87825146	87825146	87825968	87825000	87826000
ENSG00000237743	87810642	87810642	87837225	87828000	87829000
ENSG00000237743	87810642	87810642	87837225	87828000	87829000
ENSG00000214888	87857015	87857015	87859599	87857000	87858000
ENSG00000214888	87857015	87857015	87859599	87857000	87858000
ENSG00000214888	87857015	87857015	87859599	87858000	87859000
ENSG00000214888	87857015	87857015	87859599	87858000	87859000
ENSG00000214888	87857015	87857015	87859599	87859000	87860000
ENSG00000214888	87857015	87857015	87859599	87859000	87860000
ENSG00000177992	87888826	87888826	87888903	87888000	87889000
ENSG00000177992	87888826	87888826	87888903	87888000	87889000
ENSG00000230246	87914493	87914493	87923505	87919000	87920000
ENSG00000230246	87914493	87914493	87923505	87919000	87920000
ENSG00000230246	87914493	87914493	87923505	87920000	87921000
ENSG00000230246	87914493	87914493	87923505	87920000	87921000
ENSG00000238110	87944276	87944276	87945023	87944000	87945000
ENSG00000238110	87944276	87944276	87945023	87944000	87945000
ENSG00000156345	87974447	87974447	87974505	87974000	87975000
ENSG00000156345	87974447	87974447	87974505	87974000	87975000
ENSG00000287750	88066445	88066445	88076975	88076000	88077000
ENSG00000287750	88066445	88066445	88076975	88076000	88077000
ENSG00000177910	88129305	88129305	88138446	88132000	88133000
ENSG00000177910	88129305	88129305	88138446	88132000	88133000
ENSG00000177910	88129305	88129305	88138446	88133000	88134000
ENSG00000177910	88129305	88129305	88138446	88133000	88134000
ENSG00000287769	88384902	88384902	88389224	88388000	88389000
ENSG00000287769	88384902	88384902	88389224	88388000	88389000
ENSG00000225856	88970887	88970887	88971341	88971000	88972000
ENSG00000228658	88971638	88971638	88976298	88971000	88972000
ENSG00000225856	88970887	88970887	88971341	88971000	88972000
ENSG00000228658	88971638	88971638	88976298	88971000	88972000
ENSG00000224945	89088604	89088604	89109934	89106000	89107000
ENSG00000224945	89088604	89088604	89109934	89106000	89107000
ENSG00000187764	89497375	89497375	89497432	89497000	89498000
ENSG00000187764	89497375	89497375	89497432	89497000	89498000
ENSG00000285907	89563537	89563537	89604687	89593000	89594000
ENSG00000285907	89563537	89563537	89604687	89593000	89594000
ENSG00000285907	89563537	89563537	89604687	89603000	89604000
ENSG00000285907	89563537	89563537	89604687	89603000	89604000
ENSG00000285907	89563537	89563537	89604687	89604000	89605000
ENSG00000285907	89563537	89563537	89604687	89604000	89605000
ENSG00000130222	89606080	89606080	89606235	89606000	89607000
ENSG00000130222	89606080	89606080	89606235	89606000	89607000
ENSG00000237372	89639814	89639814	89719759	89639000	89640000
ENSG00000237372	89639814	89639814	89719759	89639000	89640000
ENSG00000237372	89639814	89639814	89719759	89640000	89641000
ENSG00000237372	89639814	89639814	89719759	89640000	89641000
ENSG00000237372	89639814	89639814	89719759	89647000	89648000
ENSG00000237372	89639814	89639814	89719759	89647000	89648000
ENSG00000237372	89639814	89639814	89719759	89655000	89656000
ENSG00000237372	89639814	89639814	89719759	89655000	89656000
ENSG00000237372	89639814	89639814	89719759	89656000	89657000
ENSG00000237372	89639814	89639814	89719759	89656000	89657000
ENSG00000237372	89639814	89639814	89719759	89659000	89660000
ENSG00000237372	89639814	89639814	89719759	89659000	89660000
ENSG00000237372	89639814	89639814	89719759	89660000	89661000
ENSG00000237372	89639814	89639814	89719759	89660000	89661000
ENSG00000237372	89639814	89639814	89719759	89662000	89663000
ENSG00000237372	89639814	89639814	89719759	89662000	89663000
ENSG00000237372	89639814	89639814	89719759	89674000	89675000
ENSG00000237372	89639814	89639814	89719759	89674000	89675000
ENSG00000237372	89639814	89639814	89719759	89675000	89676000
ENSG00000237372	89639814	89639814	89719759	89675000	89676000
ENSG00000237372	89639814	89639814	89719759	89681000	89682000
ENSG00000237372	89639814	89639814	89719759	89681000	89682000
ENSG00000237372	89639814	89639814	89719759	89685000	89686000
ENSG00000237372	89639814	89639814	89719759	89685000	89686000
ENSG00000226206	89799695	89799695	89821753	89811000	89812000
ENSG00000226206	89799695	89799695	89821753	89811000	89812000
ENSG00000226206	89799695	89799695	89821753	89812000	89813000
ENSG00000226206	89799695	89799695	89821753	89812000	89813000
ENSG00000237626	89825964	89825964	90019549	89842000	89843000
ENSG00000237626	89825964	89825964	90019549	89842000	89843000
ENSG00000237626	89825964	89825964	90019549	89854000	89855000
ENSG00000237626	89825964	89825964	90019549	89854000	89855000
ENSG00000237626	89825964	89825964	90019549	89860000	89861000
ENSG00000237626	89825964	89825964	90019549	89860000	89861000
ENSG00000237626	89825964	89825964	90019549	89865000	89866000
ENSG00000237626	89825964	89825964	90019549	89865000	89866000
ENSG00000237626	89825964	89825964	90019549	89872000	89873000
ENSG00000237626	89825964	89825964	90019549	89872000	89873000
ENSG00000237626	89825964	89825964	90019549	89873000	89874000
ENSG00000237626	89825964	89825964	90019549	89873000	89874000
ENSG00000237626	89825964	89825964	90019549	89874000	89875000
ENSG00000237626	89825964	89825964	90019549	89874000	89875000
ENSG00000237626	89825964	89825964	90019549	89875000	89876000
ENSG00000237626	89825964	89825964	90019549	89875000	89876000
ENSG00000237626	89825964	89825964	90019549	89880000	89881000
ENSG00000237626	89825964	89825964	90019549	89880000	89881000
ENSG00000237626	89825964	89825964	90019549	89890000	89891000
ENSG00000237626	89825964	89825964	90019549	89890000	89891000
ENSG00000237422	91077138	91077138	91163087	91101000	91102000
ENSG00000237422	91077138	91077138	91163087	91101000	91102000
ENSG00000237422	91077138	91077138	91163087	91117000	91118000
ENSG00000230537	91104327	91104327	91213046	91117000	91118000
ENSG00000237422	91077138	91077138	91163087	91117000	91118000
ENSG00000230537	91104327	91104327	91213046	91117000	91118000
ENSG00000237422	91077138	91077138	91163087	91159000	91160000
ENSG00000230537	91104327	91104327	91213046	91159000	91160000
ENSG00000229694	91118592	91118592	91182762	91159000	91160000
ENSG00000235641	91159573	91159573	91166272	91159000	91160000
ENSG00000237422	91077138	91077138	91163087	91159000	91160000
ENSG00000230537	91104327	91104327	91213046	91159000	91160000
ENSG00000229694	91118592	91118592	91182762	91159000	91160000
ENSG00000235641	91159573	91159573	91166272	91159000	91160000
ENSG00000237422	91077138	91077138	91163087	91160000	91161000
ENSG00000230537	91104327	91104327	91213046	91160000	91161000
ENSG00000229694	91118592	91118592	91182762	91160000	91161000
ENSG00000235641	91159573	91159573	91166272	91160000	91161000
ENSG00000237422	91077138	91077138	91163087	91160000	91161000
ENSG00000230537	91104327	91104327	91213046	91160000	91161000
ENSG00000229694	91118592	91118592	91182762	91160000	91161000
ENSG00000235641	91159573	91159573	91166272	91160000	91161000
ENSG00000237422	91077138	91077138	91163087	91161000	91162000
ENSG00000230537	91104327	91104327	91213046	91161000	91162000
ENSG00000229694	91118592	91118592	91182762	91161000	91162000
ENSG00000235641	91159573	91159573	91166272	91161000	91162000
ENSG00000237422	91077138	91077138	91163087	91161000	91162000
ENSG00000230537	91104327	91104327	91213046	91161000	91162000
ENSG00000229694	91118592	91118592	91182762	91161000	91162000
ENSG00000235641	91159573	91159573	91166272	91161000	91162000
ENSG00000230537	91104327	91104327	91213046	91164000	91165000
ENSG00000229694	91118592	91118592	91182762	91164000	91165000
ENSG00000235641	91159573	91159573	91166272	91164000	91165000
ENSG00000230537	91104327	91104327	91213046	91164000	91165000
ENSG00000229694	91118592	91118592	91182762	91164000	91165000
ENSG00000235641	91159573	91159573	91166272	91164000	91165000
ENSG00000230537	91104327	91104327	91213046	91178000	91179000
ENSG00000229694	91118592	91118592	91182762	91178000	91179000
ENSG00000230537	91104327	91104327	91213046	91178000	91179000
ENSG00000229694	91118592	91118592	91182762	91178000	91179000
ENSG00000230537	91104327	91104327	91213046	91179000	91180000
ENSG00000229694	91118592	91118592	91182762	91179000	91180000
ENSG00000230537	91104327	91104327	91213046	91179000	91180000
ENSG00000229694	91118592	91118592	91182762	91179000	91180000
ENSG00000230537	91104327	91104327	91213046	91180000	91181000
ENSG00000229694	91118592	91118592	91182762	91180000	91181000
ENSG00000230537	91104327	91104327	91213046	91180000	91181000
ENSG00000229694	91118592	91118592	91182762	91180000	91181000
ENSG00000230537	91104327	91104327	91213046	91193000	91194000
ENSG00000230537	91104327	91104327	91213046	91193000	91194000
ENSG00000148090	91361890	91361890	91361918	91361000	91362000
ENSG00000148090	91361890	91361890	91361918	91361000	91362000
ENSG00000165030	91423640	91423640	91423832	91423000	91424000
ENSG00000165030	91423640	91423640	91423832	91423000	91424000
ENSG00000169071	91949964	91949964	91950228	91949000	91950000
ENSG00000169071	91949964	91949964	91950228	91949000	91950000
ENSG00000169071	91949964	91949964	91950228	91950000	91951000
ENSG00000169071	91949964	91949964	91950228	91950000	91951000
ENSG00000275756	92104425	92104425	92105451	92104000	92105000
ENSG00000275756	92104425	92104425	92105451	92104000	92105000
ENSG00000275756	92104425	92104425	92105451	92105000	92106000
ENSG00000275756	92104425	92104425	92105451	92105000	92106000
ENSG00000090054	92115371	92115371	92115383	92115000	92116000
ENSG00000090054	92115371	92115371	92115383	92115000	92116000
ENSG00000234537	92132398	92132398	92138629	92134000	92135000
ENSG00000234537	92132398	92132398	92138629	92134000	92135000
ENSG00000234537	92132398	92132398	92138629	92135000	92136000
ENSG00000234537	92132398	92132398	92138629	92135000	92136000
ENSG00000234537	92132398	92132398	92138629	92136000	92137000
ENSG00000234537	92132398	92132398	92138629	92136000	92137000
ENSG00000234537	92132398	92132398	92138629	92137000	92138000
ENSG00000234537	92132398	92132398	92138629	92137000	92138000
ENSG00000234537	92132398	92132398	92138629	92138000	92139000
ENSG00000234537	92132398	92132398	92138629	92138000	92139000
ENSG00000225511	92141298	92141298	92160114	92141000	92142000
ENSG00000225511	92141298	92141298	92160114	92141000	92142000
ENSG00000225511	92141298	92141298	92160114	92142000	92143000
